UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,Mena,PocetPozvanok,PocetPrihlasenychUcast,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,PocKolERMMA,PocKolZadavac,PocKolNIPPON,PocKolHOLLAND,UsporaPorov,UsporaVstup,UsporaAukc,KoefVarPonukCelk,KoefVarPonukERMNIP
100-45-1479,45,1479,2020-06-01 10:00:00,2020-06-22 13:49:00,Ocelové pásky v,Jednotlivé položky,55386.0,38542.35,EUR,10,,6.0,5970,ERMMA,"Hutní materiál, kovy a slitiny",Plechy,11,225.0,132,Česká republika,0.0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
100-45-1481,45,1481,2020-06-09 09:00:00,2020-06-19 12:00:00,Cenová poptávka,Jednotlivé položky,87838.8,73968.32,EUR,5,,4.0,5978,poptavka,"Hutní materiál, kovy a slitiny","Roury, armatury a trubky",5,21.0,0,Česká republika,0.0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
100-45-1483,45,1483,2020-07-02 12:30:00,2020-07-20 13:35:00,Ocelové pásky v,Jednotlivé položky,42382.08,27368.64,EUR,9,,4.0,2980,ERMMA,"Hutní materiál, kovy a slitiny",Plechy,12,80.0,23,Česká republika,0.0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
102-146-2348,146,2348,2018-04-20 09:30:00,2018-04-24 10:22:00,Upgrade diskové,Celková nabídka účastníka,15031.092700000001,15485.6,EUR,3,,3.0,8216,ERMMA,"Počítače, IT a telekomunikační služby",PC služby,1,9.0,1,SK,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
102-143-2349,143,2349,2018-05-31 09:00:00,2018-06-19 11:20:00,Súprava na odvo,Celková nabídka účastníka,222000.0,213024.0,EUR,5,,1.0,8260,ERMMA,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
102-143-2350,143,2350,2018-05-14 09:00:00,2018-05-29 11:26:00,Ľahký nákladný ,Celková nabídka účastníka,70700.0,70584.0,EUR,6,,2.0,8111,ERMMA,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,12.0,3,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
102-146-2352,146,2352,2018-05-15 14:00:00,2018-05-17 10:20:00,Upratovanie pri,Celková nabídka účastníka,18696.392,18442.8,EUR,3,,3.0,8284,ERMMA,"Úklid, úklidové služby",Úklidové služby,1,5.0,0,SK,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
102-143-2354,143,2354,2018-05-31 09:00:00,2018-06-18 10:20:00,Ľahký nákladný ,Celková nabídka účastníka,53400.0,55120.0,EUR,2,,1.0,8092,ERMMA,"Dopravní služby, auto-moto a příslušenství",Osobní automobily,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
102-143-2356,143,2356,2018-06-28 09:00:00,2018-07-13 10:20:00,Rekonštrukcia l,Celková nabídka účastníka,57600.0,62463.45,EUR,5,,3.0,8148,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
102-143-2357,143,2357,2018-07-13 10:00:00,2018-07-31 09:32:00,Rekonštrukcia l,Celková nabídka účastníka,218500.0,236193.56420000002,EUR,3,,2.0,8148,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
